ID,NAME,SHIRT NAME,CALL NAME,AGE,INJURY TOLERANCE,DRIBBLE STYLE,FK STYLE,PK STYLE,DK STYLE,GOAL CELEBRATION 1,GOAL CELEBRATION 2,GROWTH TYPE,SPECIFIC GROWTH TYPE,CONSISTENCY,STRONG FOOT,FAVOURED SIDE,REGISTERED POSITION,GK,SW,CB,SB,DM,WB,CM,SM,AM,WF,SS,CF,NATIONALITY,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER,FACE TYPE,SKIN COLOR,HEAD HEIGHT,HEAD WIDTH,HEAD POSITION,PRESET FACE NUMBER,BROWS TYPE,BROWS ANGLE,BROWS HEIGHT,EYEBROW SPACING,EYES TYPE,EYES POSITION,EYES ANGLE,EYES LENGTH,EYES WIDTH,EYE COLOR 1,EYE COLOR 2,NOSE TYPE,NOSE HEIGHT,NOSE WIDTH,CHEEK TYPE,CHEEK SHAPE,MOUTH TYPE,MOUTH SIZE,MOUTH POSITION,JAW TYPE,CHIN HEIGHT,CHIN WIDTH,HAIR TYPE,HAIR SHAPE,HAIR FRONT,HAIR VOLUME,HAIR DARKNESS,HAIR COLOR TYPE,HAIR COLOR PATTERN,HAIR COLOR RGB-R,HAIR COLOR RGB-G,HAIR COLOR RGB-B,BANDANA TYPE,BANDANA COLOR,CAP,CAP TYPE,FACIAL HAIR TYPE,FACIAL HAIR COLOR,GLASSES TYPE,GLASSES COLOR,HEIGHT,WEIGHT,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,NECK WARMER,NECKLACE TYPE,NECKLACE COLOR,WRISTBAND,WRISTBAND COLOR,BRACELET TYPE,BRACELET COLOR,GLOVES,FINGER BAND TYPE,SHIRT TYPE,SLEEVE LENGTH,UNDER SHORTS,UNDER SHORTS COLOR,SOCKS TYPE,ANKLE TAPE,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOALKEEPING,TEAMWORK,CONDITION,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,DRIBBLING,TACTICAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW
2006,Rahmane Barry,R.  BARRY,52685,20,A,1,1,1,1,N,N,Standard,4,5,R,B,WF,0,0,0,0,0,0,0,0,0,1,0,0,Senegal,0,0,,0,Build,3,-7,-7,0,1,11,-2,1,0,21,-2,-3,-3,-3,1,Black 2,3,0,-1,1,0,4,-2,-1,2,-1,1,Buzz Cut,3,1,NA,1,Pattern,9,63,63,63,NA,White,N,1,24,9,N,1,180,75,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,73,37,73,75,84,78,72,80,72,78,68,69,75,74,70,76,79,67,72,72,80,75,76,63,50,67,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Bourhani,BOURHANI,52685,25,A,1,1,1,1,N,N,Standard,60,4,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,France,0,0,RKC Waalwijk,3,Build,4,0,0,0,1,11,-2,-3,0,23,1,-1,-1,-1,1,Black 2,8,-1,-2,4,0,7,-1,-2,1,-1,-2,Curly 2,1,1,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,180,70,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,36,73,77,75,70,75,74,71,72,73,70,70,68,76,78,72,63,57,75,78,72,72,68,50,65,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Rémy Riou,R  I  O  U,11533,19,A,1,1,1,1,N,N,Standard,56,3,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,France,0,0,RKC Waalwijk,4,Build,1,0,0,0,1,21,0,-2,3,10,1,1,1,-1,1,Dark Grey 2,6,-1,-1,3,-3,4,0,1,1,0,1,Curly 1,2,1,1,NA,Pattern,9,63,63,63,N,Green,N,1,N,Same,N,1,191,81,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,30,71,77,58,65,63,81,65,46,45,48,46,53,58,37,80,42,40,40,45,76,48,60,66,78,62,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Medjani,M E D J A N I,9615,21,A,1,1,1,1,N,N,Standard,52,4,R,B,CB,0,0,1,0,1,0,0,0,0,0,0,0,France,0,0,RKC Waalwijk,5,Build,2,-1,2,0,1,19,0,-3,0,29,-1,0,1,1,1,Black 2,5,0,0,1,0,18,0,-1,2,-2,1,Curly 2,4,1,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,184,84,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,50,72,78,73,75,70,73,68,63,65,73,70,70,68,60,73,55,53,60,77,80,67,50,60,50,60,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dansoko,D A N S O K O,52685,24,A,1,1,1,1,N,N,Standard,58,4,R,R,SM,0,0,0,0,0,0,0,1,0,0,0,0,Cote d'Ivoire,0,0,RKC Waalwijk,9,Build,4,-2,-5,0,1,16,-2,-3,-1,23,2,-1,0,0,3,Black 2,7,-2,3,2,3,14,1,-1,2,-1,0,Buzz Cut,3,3,NA,1,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,177,70,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,64,55,70,78,78,77,68,74,74,75,67,65,69,68,60,74,63,60,62,65,74,70,67,67,50,65,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Pinard,P I N A R D,52685,20,A,1,1,1,1,N,N,Standard,53,3,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,France,0,0,RKC Waalwijk,13,Build,1,0,-5,0,1,16,1,-3,-3,12,1,-1,-1,-2,1,Black 2,1,1,1,3,2,16,1,0,1,0,1,Very Short 2,1,1,NA,NA,Pattern,12,63,63,63,NA,White,N,1,N,Same,N,1,179,67,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,68,35,68,72,79,77,74,60,70,70,65,63,66,65,70,75,69,63,55,66,73,72,73,64,50,62,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Cacapa,C A C A P A,9253,30,B,1,1,1,1,N,N,Standard/Lasting,48,5,R,B,CB,0,0,1,0,0,0,0,0,0,0,0,0,Brazil,0,0,,0,Build,4,-4,-3,0,1,23,2,0,0,20,3,-2,-3,-3,2,Black 2,5,-3,1,1,0,10,0,-2,1,-1,1,Bald,1,NA,NA,NA,Pattern,9,63,63,63,NA,White,N,1,67,8,N,1,180,77,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,53,79,86,78,75,72,74,70,69,67,67,70,70,72,60,80,64,62,60,81,78,69,62,80,50,74,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2013,Clerc,C  L  E  R  C,9685,23,A,1,1,1,1,N,N,Standard,3,5,R,R,SB,0,0,1,1,0,0,0,0,0,0,0,0,France,0,0,,0,Build,1,-1,-3,0,1,9,-2,-1,0,13,-1,0,-1,-1,1,Dark Grey 2,5,-2,-1,1,0,6,0,-2,1,-3,-3,Very Short 2,1,6,NA,NA,Pattern,11,63,63,63,NA,White,N,1,N,Same,N,1,186,77,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,67,62,84,82,74,74,73,70,70,72,71,70,80,73,56,78,58,60,67,73,76,77,65,71,50,73,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Toulalan,TOULALAN,10469,23,A,1,1,1,1,N,N,Standard,58,6,R,B,CM,0,0,0,0,1,0,1,0,0,0,0,0,France,0,0,,0,Build,1,0,0,0,1,21,0,-3,0,19,-2,1,-1,-1,1,Brown 2,2,2,2,1,0,6,1,0,1,-2,-1,Straight 1,1,16,1,NA,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,184,83,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,74,69,81,85,77,73,76,74,78,73,78,70,80,74,68,80,69,70,76,71,76,80,69,72,50,80,6,6,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,Vercoutre,VERCOUTRE,9260,26,A,1,1,1,2,N,N,Standard/Lasting,47,4,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,France,0,0,,0,Build,1,-4,-3,0,1,27,-2,-1,0,19,1,0,0,0,1,Black 2,3,-3,1,1,0,12,1,-2,1,-3,0,Very Short 1,1,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,185,78,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,30,76,80,60,69,70,81,72,40,50,46,48,55,67,37,78,39,40,35,46,82,45,60,68,79,60,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Hartock,H A R T O C K,10665,19,A,1,1,1,1,N,N,Standard,57,4,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,France,0,0,,0,Build,4,-4,-3,0,1,14,0,2,0,18,1,-1,1,1,3,Black 2,3,-3,0,4,0,10,-1,-2,1,0,-1,Curly 2,1,6,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,189,83,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,30,70,78,58,68,72,83,73,43,50,44,43,52,55,38,76,40,42,40,45,80,45,60,60,75,60,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Squillaci,SQUILLACI,9015,26,A,1,1,1,1,N,N,Standard,75,5,R,B,CB,0,0,1,0,0,0,0,0,0,0,0,0,France,0,0,R. Sociedad,21,Build,1,0,0,0,1,16,2,-3,0,11,0,0,-2,-2,1,Dark Grey 2,6,-3,0,1,0,1,1,-1,2,-3,-1,Very Short 2,4,3,NA,NA,Pattern,11,63,63,63,NA,White,N,1,N,Same,N,1,183,79,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,N,55,85,84,79,73,70,80,70,61,62,60,66,65,68,58,83,67,61,43,82,80,60,58,69,50,75,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2018,Réveillère,REVEILLERE,9478,26,A,1,1,1,1,N,N,Standard,3,5,R,B,SB,0,0,0,1,0,0,0,0,0,0,0,0,France,0,0,,0,Build,1,-3,-5,0,1,23,2,-3,0,21,0,-1,-1,-1,1,Black 1,5,1,-3,1,0,1,0,0,1,-1,0,Very Short 2,3,6,NA,NA,Pattern,9,63,63,63,NA,White,N,1,87,7,N,1,181,76,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,2,Standard,Auto,N,Same,Standard,Y,73,68,73,85,83,78,69,78,78,78,75,75,82,80,64,78,66,65,63,70,75,80,72,70,50,76,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Berthod,B E R T H O D,9683,22,A,1,1,1,1,N,N,Standard/Lasting,-105,5,L,L,SB,0,0,0,1,0,0,0,0,0,0,0,0,France,0,0,,0,Build,1,-1,-4,0,1,22,-2,-3,0,24,0,0,1,1,1,Dark Grey 2,3,-3,0,4,0,2,0,0,1,0,1,Straight 1,3,9,1,NA,Pattern,9,63,63,63,2,Black,N,1,95,5,N,1,179,77,0,0,0,0,0,0,0,0,0,0,N,N,White,B,White,None,White,N,N,Standard,Short,N,Same,Standard,Y,71,64,71,81,81,82,68,79,79,79,73,71,73,74,60,76,62,60,63,65,74,80,78,68,50,70,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Ben Arfa,BEN ARFA,10763,19,A,3,1,1,1,N,N,Standard,56,4,L,B,AM,0,0,0,0,0,0,0,1,1,0,1,0,France,0,0,,0,Build,1,-4,0,0,1,24,0,-1,0,24,-1,-1,-1,-2,1,Brown 2,2,-3,1,1,0,12,0,-2,1,-3,0,Curly 2,1,2,1,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,180,69,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,70,33,64,74,82,82,65,83,82,79,77,67,74,70,68,76,68,75,74,65,70,81,72,62,50,63,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Benzema,B E N Z E M A,10764,18,A,1,1,1,1,N,N,Standard/Lasting,15,4,R,B,SS,0,0,0,0,0,0,0,0,0,1,1,1,France,0,0,,0,Build,1,-4,-1,1,1,19,3,-3,-3,15,1,-2,-1,0,1,Black 2,8,0,0,4,3,9,2,-1,1,-1,-1,Buzz Cut,2,1,NA,1,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,182,74,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,35,70,79,81,81,73,81,81,74,73,70,73,72,71,75,73,60,65,69,76,80,74,65,50,65,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Benhamida,BENHAMIDA,52685,20,A,1,1,1,1,N,N,Standard,59,3,R,R,SB,0,0,0,1,0,0,0,0,0,0,0,0,France,0,0,,0,Build,2,5,0,0,1,25,-3,-1,-3,29,2,-2,-1,-2,2,Black 2,3,1,-1,3,3,2,1,0,1,-1,0,Curly 2,3,1,1,NA,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,176,67,-1,0,-2,-2,-1,0,-1,1,0,-2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,63,62,72,80,77,76,73,74,72,72,68,68,70,68,59,74,60,60,63,65,75,74,67,63,50,65,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Hima,H  I  M  A,52685,22,A,1,1,1,1,N,N,Standard,55,4,R,B,DM,0,0,1,1,1,0,0,0,0,0,0,0,France,0,0,,0,Build,3,3,-6,0,1,14,0,3,0,18,1,-2,-2,-2,1,Black 1,2,-3,0,5,0,8,0,-1,2,0,0,Buzz Cut,2,1,NA,1,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,179,75,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,55,69,72,80,76,74,68,73,68,67,68,65,69,68,56,76,57,55,59,69,80,71,60,63,50,64,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Idangar,I D A N G A R,52685,22,A,1,1,1,1,N,N,Standard,101,3,L,L,SM,0,0,0,1,0,0,0,1,0,0,0,0,France,0,0,,0,Build,4,0,0,0,1,14,-2,-1,0,27,-1,-2,1,1,3,Black 2,1,-3,1,4,0,5,-1,-1,2,-3,-2,Dreadlocks,2,4,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,172,72,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,Y,N,Standard,Auto,N,Same,Standard,N,66,40,70,72,82,80,66,81,76,79,72,67,72,66,64,76,68,60,65,67,74,75,69,63,50,60,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Bettiol,B E T T I O L,52685,20,A,1,1,1,1,N,N,Standard,3,4,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,France,0,0,,0,Build,1,1,-2,0,1,21,1,-3,-3,17,0,-2,0,0,1,Brown 2,5,1,1,3,3,4,2,0,4,0,1,Very Short 2,1,1,NA,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,180,79,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,68,35,76,79,76,75,75,74,73,73,70,70,66,67,71,78,72,64,57,73,75,75,75,67,50,68,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Carrasso,CARRASSO,9147,24,A,1,1,1,1,N,N,Late,103,4,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,France,0,0,SBV Excelsior,5,Build,1,0,-3,0,1,22,-2,-2,-1,17,1,-1,-1,-1,1,Black 1,3,0,-1,4,3,4,1,0,1,-1,1,Straight 1,1,12,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,192,85,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,Y,30,78,83,60,61,64,83,66,45,53,54,54,58,60,42,74,40,40,37,48,67,55,59,68,76,57,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Civelli,C I V E L L I,11926,23,A,1,1,1,1,N,N,Standard,3,5,R,B,CB,0,0,1,0,0,0,0,0,0,0,0,0,Argentina,0,0,SBV Excelsior,6,Build,1,0,0,0,1,21,1,-2,1,17,2,0,1,0,1,Brown 2,5,2,1,3,3,12,1,1,4,1,3,Straight 1,4,14,2,NA,Pattern,11,63,63,63,NA,White,N,1,N,Same,N,1,191,87,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,56,72,84,81,69,67,74,68,72,71,71,70,75,72,63,77,65,62,66,76,76,69,65,66,50,66,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Zubar,Z  U  B  A  R,52685,21,A,1,1,2,1,N,N,Standard,20,4,R,B,CB,0,0,1,0,1,0,0,0,0,0,0,0,France,0,0,SBV Excelsior,4,Build,4,-3,-2,0,1,25,0,2,0,26,1,-1,0,0,3,Black 1,5,-3,0,4,0,10,1,-1,1,0,0,Buzz Cut,1,2,NA,1,Pattern,8,63,63,63,NA,White,N,1,53,7,N,1,186,80,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,Y,N,Standard,Auto,N,Same,Standard,Y,52,73,85,78,74,69,72,63,60,59,64,60,66,60,52,72,52,45,46,72,71,63,51,58,50,58,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Beye,H.   B E Y E,9101,29,A,1,1,1,1,21,N,Standard/Lasting,15,5,R,R,SB,0,0,1,1,0,1,0,1,0,0,0,0,Senegal,0,0,Liverpool FC,17,Build,3,0,-1,0,1,20,2,0,0,16,2,-3,0,0,1,Black 2,2,1,3,3,0,5,-3,0,2,0,-1,Curly 2,1,1,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,182,79,2,0,1,1,1,0,0,0,-2,4,N,2,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Short,Y,60,78,82,84,80,75,70,78,68,74,70,68,76,72,63,74,68,69,60,78,86,75,69,79,50,80,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2030,Lamouchi,LAMOUCHI,8738,34,A,1,1,1,1,N,N,Late,8,5,R,B,DM,0,0,0,0,1,0,0,0,0,0,0,0,France,0,0,SBV Excelsior,22,Preset,3,-2,-3,0,46,10,2,0,0,19,0,0,0,0,1,Black 2,1,0,0,1,0,1,0,0,1,0,0,Buzz Cut,3,3,NA,1,Pattern,9,63,63,63,NA,Black,N,1,67,8,N,1,175,72,-2,0,1,1,2,0,1,1,0,-1,N,N,White,N,None,None,White,N,N,Standard,Short,N,Same,Standard,N,71,74,77,86,79,74,82,78,75,77,82,77,82,84,71,80,68,72,68,73,80,80,65,80,50,76,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,Cana,C  A  N  A,9673,23,B,1,1,1,1,N,N,Standard,3,5,R,B,DM,0,0,1,0,1,0,0,0,0,0,0,0,Albania,0,0,SBV Excelsior,8,Build,1,-2,-1,0,1,9,-1,-3,0,6,0,-3,0,-1,1,Black 2,2,-2,-2,1,0,12,0,-1,1,-3,1,Very Short 1,1,3,NA,NA,Pattern,9,63,63,63,NA,White,N,1,35,9,N,1,186,77,0,0,0,0,0,0,0,0,0,0,N,1,White,R,White,None,White,N,N,Standard,Auto,Y,Same,Standard,Y,63,69,77,83,77,76,73,80,77,70,78,79,76,73,65,80,68,70,65,65,74,74,70,67,50,71,6,5,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2032,Bamogo,B A M O G O,10452,24,A,1,1,1,1,N,N,Standard,20,6,R,B,SS,0,0,0,0,0,0,0,1,0,1,1,1,France,0,0,PSV Eindhoven,32,Build,4,0,0,0,1,14,2,-3,0,14,1,-3,-1,-1,1,Black 2,8,0,-3,1,0,8,0,2,2,0,-3,Bald,1,NA,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,176,72,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,80,35,76,76,84,82,76,80,86,82,75,69,69,71,77,80,79,78,80,75,83,81,83,72,50,70,6,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,Pagis,P  A  G  I  S,10371,33,A,1,1,2,1,N,N,Late,22,6,R,B,CF,0,0,0,0,0,0,0,0,0,0,1,1,France,0,0,SBV Excelsior,18,Build,1,0,0,0,1,9,-2,-3,0,22,0,-2,0,0,1,Brown 2,3,0,0,3,0,4,1,-1,2,0,0,Buzz Cut,1,4,NA,1,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,181,82,0,0,0,0,0,0,0,0,0,0,Y,N,White,N,None,None,White,N,N,Standard,Short,N,Same,Standard,Y,83,40,75,82,84,85,81,82,78,80,72,69,69,68,84,80,80,70,65,76,77,80,78,70,50,65,4,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,Niang,N  I  A  N  G,9072,27,A,2,1,1,1,21,N,Standard/Lasting,15,5,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Senegal,0,0,ADO Den Haag,3,Preset,4,7,-7,0,23,20,0,-1,0,26,0,-3,-2,-2,1,Black 2,6,2,2,1,0,8,-2,-1,1,0,0,Buzz Cut,1,4,NA,1,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,178,80,3,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,N,80,35,88,80,85,76,75,80,70,75,69,64,66,68,76,91,75,68,58,83,85,75,82,75,50,70,6,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2035,Hamel,H  A  M  E  L,9244,30,A,1,1,1,1,N,N,Late,103,5,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,France,0,0,SBV Excelsior,25,Build,1,0,0,0,1,23,0,-3,0,21,1,-3,-1,0,1,Black 2,5,-3,0,5,0,1,1,0,7,0,0,Very Short 2,3,6,NA,NA,Pattern,10,63,63,63,NA,White,N,1,11,8,N,1,182,73,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,30,79,82,60,64,69,83,70,62,65,58,62,68,63,49,78,65,40,39,48,80,53,83,72,78,67,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,Cantareil,CANTAREIL,10500,23,A,1,1,1,1,N,N,Standard,4,4,L,L,SB,0,0,0,1,0,1,0,0,0,0,0,0,France,0,0,SBV Excelsior,24,Build,1,-5,-1,0,1,28,-1,-1,-1,4,0,-3,-1,2,2,Black 2,8,0,0,3,0,13,2,-1,2,-1,0,Curly 2,1,1,1,NA,Pattern,9,63,63,63,NA,White,N,1,76,8,N,1,178,70,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,58,66,71,80,72,72,68,66,69,69,70,67,75,70,65,72,68,60,60,69,75,72,62,73,50,70,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,Leo,L    E    O,52685,20,A,1,1,1,1,N,N,Standard/Lasting,15,4,R,R,SB,0,0,0,1,0,0,0,0,0,0,0,0,Brazil,0,0,SBV Excelsior,23,Build,3,0,-2,0,1,26,-2,-3,0,30,0,1,1,1,2,Black 2,2,-2,1,2,0,8,1,-2,2,1,3,Curly 1,1,6,2,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,182,72,-2,0,1,1,2,0,1,1,0,-1,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,60,63,71,80,78,78,68,78,78,80,70,73,72,74,60,72,62,61,65,67,76,77,79,55,50,68,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Mame N'Diaye,M. N DIAYE,11880,20,A,1,1,1,1,N,N,Standard,58,3,L,L,SM,0,0,0,0,0,0,0,1,0,0,0,0,Senegal,0,0,SBV Excelsior,9,Build,4,-2,-7,0,1,7,-2,0,-3,30,1,-3,-2,-3,3,Black 1,8,0,2,4,3,12,1,2,5,0,0,Buzz Cut,2,1,NA,1,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,178,68,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,67,39,70,73,80,86,73,78,76,78,66,65,66,70,69,75,75,61,63,68,79,74,73,63,50,60,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
